ENCODED_MCT,주요고객층,M12_SME_RY_ME_MCT_RAT,M12_SME_BZN_ME_MCT_RAT,M12_MAL_1020_RAT,M12_MAL_30_RAT,M12_MAL_40_RAT,M12_MAL_50_RAT,M12_MAL_60_RAT,M12_FME_1020_RAT,M12_FME_30_RAT,M12_FME_40_RAT,M12_FME_50_RAT,M12_FME_60_RAT
8532D4C362,M12_FME_1020_RAT,17.07391304,,13.26298333,3.826616667,4.718188889,4.034788889,1.358155556,35.34812778,10.21227222,12.67625556,10.72076667,3.825177778
85C6B72386,M12_MAL_30_RAT,15.1,7.05,11.949475,15.442675,9.88305,10.24355,7.05625,9.950525,12.857325,8.21695,8.53145,5.86875
86129404BB,M12_MAL_1020_RAT,13.51666667,8.266666667,17.40015833,14.56401667,9.479541667,8.390808333,2.642675,15.81234167,13.17765,8.582958333,7.580025,2.382325
869C372EFC,M12_FME_60_RAT,16.97916667,8.25,2.52425,3.122158333,2.859695833,2.738466667,3.175425,14.75908333,17.986175,17.71947083,16.0282,19.10790833
88106077FD,M12_FME_30_RAT,17.25714286,,1.416885714,11.4807,10.8429,4.018057143,1.422257143,3.4974,28.10501429,26.17138571,9.739085714,3.292028571
895BBD5C5B,M12_FME_1020_RAT,17.245,,15.59798421,13.28751053,3.283489474,2.128642105,0.757784211,28.9757,24.56512105,6.037563158,3.997673684,1.363268421
89D3C820E9,M12_FME_30_RAT,16.97916667,8.320833333,10.08189583,13.83195417,7.189483333,4.921241667,1.191458333,17.1014375,23.28054583,12.07301667,8.353758333,1.983541667
89F36844AE,M12_SME_RY_ME_MCT_RAT,13.51666667,,6.283266667,11.9739125,11.655575,10.74945,9.808804167,6.137566667,11.7510875,11.419425,10.54221667,9.678695833
8A5378CE22,M12_FME_1020_RAT,16.97916667,10.09583333,19.57119583,6.3554,3.332345833,4.191729167,1.006008333,37.16630417,12.0821,6.342654167,8.0249375,1.935658333
8B0A9AC171,M12_MAL_60_RAT,14.92,7.8,3.91444,8.70244,6.40036,13.7764,17.47544,3.88556,8.59756,6.37964,13.6436,17.20456
8B23667254,M12_FME_1020_RAT,16.97916667,8.320833333,14.35906667,6.9659875,3.945029167,2.974229167,0.7583125,35.28676667,16.9840125,9.588304167,7.288270833,1.858354167
8BA83008CB,M12_FME_30_RAT,18.18333333,8.029166667,16.57526667,20.28215,5.915220833,3.269291667,1.112779167,19.32056667,21.99285,6.809779167,3.534875,1.187220833
8BA8BCCA0D,M12_FME_30_RAT,14.92,,7.53358,11.15502,8.90682,6.16464,3.99278,12.52642,18.38498,14.57318,10.15536,6.58722
8BFDD0339E,M12_MAL_40_RAT,14.51428571,7.942857143,9.185153846,15.25662308,15.48814615,8.371161538,5.024646154,8.037923077,13.34337692,13.55800769,7.321146154,4.390738462
8C96D7ED90,M12_FME_30_RAT,13.51666667,8.320833333,11.26178333,14.429625,6.742670833,3.959525,1.050091667,18.93405,24.082875,11.17399583,6.615475,1.754075
8CA0382A69,M12_MAL_30_RAT,14.92,,7.6487,20.26838,10.17512,5.20994,6.92834,7.4513,20.09162,10.18488,5.15006,6.91166
8D18C2E99F,M12_SME_RY_ME_MCT_RAT,14.71428571,9.228571429,6.488542857,8.319528571,7.474371429,7.912814286,6.085157143,11.38288571,14.59475714,13.11134286,13.91575714,10.70055714
8D7C69A199,M12_FME_1020_RAT,11,8.375,22.162575,13.635925,6.4818,3.42545,1.718175,24.587425,15.139075,7.1932,3.79955,1.906825
8DDCE4944D,M12_FME_1020_RAT,16.97916667,,16.44970833,10.01897917,1.817870833,2.3759625,0.761804167,35.97945833,21.80602083,3.973795833,5.165704167,1.675695833
8E3B9888E3,M12_MAL_1020_RAT,16.97916667,10.09583333,45.98312083,2.163641667,1.726804167,5.8636375,0.879666667,35.21687917,1.653025,1.3148625,4.519695833,0.678666667
9.97E+102,M12_FME_30_RAT,16.97916667,,16.21866667,19.95342917,5.780516667,3.1561375,1.911533333,18.16466667,22.4257375,6.594483333,3.598029167,2.205133333
9029249DA3,M12_FME_1020_RAT,16.88,9.14,11.41485,10.2919,2.5905,2.8524,1.05685,29.36015,26.1081,6.5595,7.1226,2.66815
9041A4EB80,M12_MAL_30_RAT,17.33333333,9.1,9.5867,19.46446667,11.67956667,8.261133333,7.641466667,7.3133,14.9022,8.920433333,6.338866667,5.891866667
9042A5401C,M12_MAL_30_RAT,13.21666667,6.370833333,11.65312174,22.21226087,9.00593913,7.74596087,2.976095652,9.907747826,19.39208696,7.785365217,6.723604348,2.563034783
90644ECF42,M12_FME_40_RAT,13.51666667,,2.330170833,9.197158333,11.73995833,8.037083333,3.256083333,4.4406625,17.323675,22.56420833,15.22958333,5.885583333
9218EE2A57,M12_FME_30_RAT,15.325,,10.35679583,12.1411875,7.5337,7.751533333,4.389895833,14.26820417,16.6588125,10.38713333,10.5693,5.939270833
929615BC0A,M12_FME_1020_RAT,14.65555556,8.677777778,16.65115556,13.66524444,6.137744444,6.301522222,2.760177778,19.97106667,16.31253333,7.317811111,7.565144444,3.328711111
943BBD5F30,M12_MAL_30_RAT,16.90416667,8.029166667,14.7127625,21.32535833,11.087175,4.919545833,1.5006625,12.4497375,18.907975,9.600325,4.105454167,1.395170833
94502BA9DC,M12_FME_1020_RAT,16.97916667,,14.41359583,5.677166667,1.547779167,1.970808333,0.441941667,45.09890417,17.98533333,5.1438875,6.312525,1.395558333
95C390B637,M12_FME_1020_RAT,17.34166667,11.18333333,18.25205833,6.902033333,1.89005,3.764491667,0.935391667,39.02294167,15.61463333,3.93495,7.777175,1.889608333
9643B485DF,M12_MAL_1020_RAT,13.51666667,10.09583333,34.23072917,8.773170833,2.7782875,4.659158333,1.181579167,32.09010417,8.1851625,2.6092125,4.370008333,1.101754167
966680A20F,M12_FME_1020_RAT,13.51666667,8.029166667,17.74321667,15.20607917,8.296108333,5.887833333,1.683683333,18.59428333,15.9355875,8.691391667,6.178833333,1.766316667
96728A7226,M12_FME_1020_RAT,13.65652174,8.034782609,12.36103913,5.299426087,0.6117,1.40126087,0.205965217,50.39113478,20.81796522,2.483952174,5.55526087,0.854904348
96CC46E113,M12_FME_1020_RAT,14.8,8.1,12.60572,8.0743,2.39852,1.6847,0.34192,37.63428,24.0657,7.16148,5.0353,1.01808
9911CB0D95,M12_MAL_30_RAT,16.97916667,5.770833333,12.6614875,24.63855417,12.23980417,8.78675,4.274029167,7.6635125,14.70727917,7.2393625,5.25075,2.546804167
995D6B6C92,M12_FME_1020_RAT,13.51666667,8.029166667,14.0977625,9.0684625,1.202216667,1.5155,0.499504167,39.3022375,25.3440375,3.360283333,4.238666667,1.387995833
9972114004,M12_FME_30_RAT,15.325,9.583333333,10.07424167,10.42102083,4.874504167,5.221291667,3.190808333,19.68409167,20.42064583,9.558829167,10.25370833,6.284191667
99973542B9,M12_FME_30_RAT,13.51666667,5.770833333,7.488145833,15.45611667,9.833229167,9.413245833,5.744379167,8.124354167,16.78971667,10.74177083,10.17842083,6.2347875
9A0EC55599,M12_MAL_1020_RAT,13.51666667,9.583333333,17.3614,15.16705833,7.970875,7.7405375,3.255941667,16.37193333,14.278775,7.508291667,7.2844625,3.060725
9A27CDDD2A,M12_MAL_30_RAT,16.97916667,,15.778125,25.45394583,7.403404167,3.937079167,1.352495833,13.51770833,21.7168875,6.3132625,3.371254167,1.1558375
9A9ADB69FB,M12_FME_30_RAT,13.8952381,9.647619048,8.736480952,13.68754286,7.164395238,5.48512381,3.30302381,14.09209048,22.26007619,11.04036667,9.110114286,5.120785714
9AB9BE98E4,M12_FME_1020_RAT,18,7.8,16.1582,9.2382,6.92,2.3182,0,30.5418,17.4618,13.08,4.3818,0
9AFEF6448B,M12_MAL_30_RAT,16.97916667,8.320833333,13.9390375,20.91582917,14.15023333,5.624429167,2.025604167,10.7109625,16.15500417,10.6956,4.208904167,1.574395833
9C3EC0EDDC,M12_FME_30_RAT,16.97916667,8.320833333,11.80465417,17.4873,3.8046,1.825529167,1.0108625,21.05784583,31.23353333,6.728733333,3.245304167,1.8141375
9DA9844737,M12_FME_30_RAT,17.45,9.05,8.91675,18.39085,7.2397,1.37195,1.3138,15.13325,30.85915,12.1103,2.42805,2.1862
9DBBC0BC17,M12_FME_40_RAT,16.97916667,8.529166667,3.427895833,11.11592083,18.0466875,4.060608333,3.375625,5.209604167,16.6924125,26.94914583,6.076891667,5.049375
9DE30019C9,M12_MAL_30_RAT,13.51666667,,17.33097083,25.62505,9.9965125,5.2169,1.372166667,11.8273625,17.42495,6.770154167,3.5331,0.923666667
9DE5AC9FFD,M12_MAL_1020_RAT,13.51666667,8.320833333,20.06699583,17.49385833,9.298983333,7.47875,3.648295833,14.54550417,12.66030833,6.755183333,5.40875,2.6350375
9E3E2C654F,M12_SME_RY_ME_MCT_RAT,18,9.4,12.6444,14.3406,8.995,9.6632,5.8082,11.9556,13.5594,8.505,9.1368,5.4918
9E719E496C,M12_FME_1020_RAT,16.97916667,,14.20873333,7.331041667,2.094433333,2.136429167,0.404679167,40.10376667,20.63145833,5.9014,6.0427375,1.145320833
9ED42062FD,M12_FME_1020_RAT,13.51666667,,18.57801667,13.13951667,5.1652125,4.549791667,1.4662625,24.74698333,17.48965,6.8847875,6.046041667,1.950404167
9F42371A46,M12_MAL_30_RAT,13.51666667,8.320833333,14.97557917,20.32071667,11.72612917,9.1266,5.381354167,9.4660875,12.67928333,7.323870833,5.665066667,3.331145833
9F7E6E0B21,M12_FME_30_RAT,17.2875,,10.4654125,15.8032875,10.9074625,5.4894625,1.074125,13.0345875,20.4592125,14.0300375,7.4855375,1.288375
9FBE5BF7CF,M12_MAL_30_RAT,15.25,,19.00982083,30.0201,15.35424583,6.048125,2.06015,7.256845833,11.3549,5.833254167,2.289375,0.785683333
A0A1FF8F0B,M12_FME_1020_RAT,13.51666667,8.029166667,11.76373333,4.484970833,1.150729167,1.385425,0.341895833,49.9696,18.50669583,4.986770833,5.997908333,1.399770833
A1886B3C8E,M12_MAL_30_RAT,13.51666667,8.266666667,13.07389167,19.5278375,8.392720833,8.574591667,1.4455875,12.68444167,18.76382917,8.023945833,8.179575,1.346079167
A2A41AAC50,M12_MAL_30_RAT,16.97916667,9.583333333,11.89185833,18.71581667,12.37609583,11.6867625,4.834108333,8.320641667,12.73001667,8.3322375,7.971570833,3.128391667
A2D9C941A9,M12_FME_30_RAT,13.51666667,,9.383245833,12.3884125,12.09990417,8.250125,4.467858333,10.8250875,14.2115875,13.8667625,9.424875,5.077975
A33442D657,M12_FME_1020_RAT,16.97916667,8.029166667,12.14982381,6.388252381,1.6302,2.032290476,0.318866667,42.0597,21.43079524,5.231704762,7.596280952,1.162085714
A412739857,M12_MAL_30_RAT,14.25,8.027777778,12.63822222,26.41941111,9.343111111,2.217722222,1.274094444,11.76177778,24.60836667,8.562444444,2.0045,1.164794444
A4A1BC46DF,M12_FME_1020_RAT,18,,13.7025,10.962,1.3545,4.095,1.3545,29.7975,23.838,2.9455,8.905,2.9455
A50A5265C1,M12_MAL_30_RAT,16.97916667,,9.371816667,19.08447083,12.41364167,8.5225,5.825583333,7.549016667,15.53219583,10.065525,6.885833333,4.736916667
A5DC44A844,M12_MAL_40_RAT,16.3,,2.3137,13.11700833,19.92837083,10.5012625,12.07052083,1.8238,8.174658333,15.84662917,8.1112375,8.133645833
A787679642,M12_FME_50_RAT,16.97916667,9.308333333,1.523071429,7.717628571,7.756828571,9.003207143,5.01305,3.3055,16.71808571,17.87174286,20.73250714,10.33695
A7BC78E695,M12_FME_1020_RAT,17.27222222,8.027777778,18.18852222,13.02678889,4.206205556,2.79475,0.539372222,28.7337,20.60098889,6.654905556,4.399694444,0.855072222
A89BEC57A0,M12_MAL_1020_RAT,16.97916667,10.09583333,31.54645,11.316725,5.3877625,5.880625,0.975970833,25.59521667,9.283275,4.408070833,4.806875,0.790695833
A8A809016A,M12_FME_1020_RAT,17.33333333,9.1,6.3485,2.0667,0.4936,0.6928,0.0984,61.7515,18.66663333,2.873066667,6.473866667,0.534933333
A92743CA52,M12_FME_1020_RAT,16.97916667,8.320833333,14.84405833,8.318404167,2.771941667,2.170683333,0.520020833,36.814275,20.76909583,7.019725,5.458483333,1.3133125
A9897F7C55,M12_SME_RY_ME_MCT_RAT,14.71428571,7.928571429,9.098728571,9.539642857,8.934357143,7.933628571,7.259671429,11.9727,12.98892857,12.17992857,10.48065714,9.597471429
A9B8207363,M12_FME_1020_RAT,14.25,,0,0,0,0,0,53.33333333,46.66666667,0,0,0
AA351B2BFF,M12_FME_1020_RAT,17.27222222,8.027777778,14.33244706,13.85293529,4.905870588,3.255688235,1.224194118,23.87931765,22.92941765,8.123541176,5.438429412,2.058158824
AC3DCE45BE,M12_MAL_1020_RAT,13.88333333,8.320833333,19.66728333,19.3694875,9.10505,4.859270833,1.472154167,17.12855,15.8930125,7.39495,3.882395833,1.2195125
AD045C18E5,M12_FME_40_RAT,16.97916667,9.308333333,3.5770125,9.649266667,12.02884167,7.716916667,6.852183333,5.3604875,14.5799,18.212825,11.64558333,10.38531667
AD0F358619,M12_MAL_1020_RAT,13.51666667,8.320833333,14.49500417,13.03994583,7.951416667,7.8655125,8.243916667,13.61332917,12.21422083,7.381916667,7.4094875,7.78525
AD57E72BC9,M12_FME_1020_RAT,16.97916667,8.320833333,14.73689167,7.389158333,2.035466667,2.356658333,0.839883333,39.20060833,19.56500833,5.397866667,6.243341667,2.21845
AE54B681DC,M12_FME_30_RAT,12.41111111,,7.625333333,16.3411,7.512622222,6.383677778,5.6069,9.896888889,21.50334444,9.542933333,8.305211111,7.2931
AEF0DF6708,M12_MAL_30_RAT,13.51666667,,18.50847083,21.890925,12.30495417,6.7883375,2.1866875,11.52069583,13.584075,7.653379167,4.207495833,1.354979167
AF12407D8A,M12_FME_1020_RAT,16.97916667,10.09583333,26.24866667,7.777529167,1.832654167,3.115075,0.6523,39.95966667,11.86830417,2.775679167,4.759925,1.001866667
AF202842B3,M12_FME_50_RAT,13.51666667,9.6125,0.940525,4.3422875,7.679220833,8.395970833,5.715983333,2.592808333,11.75354583,20.5666125,22.6248625,15.38401667
B0A6B628D3,M12_MAL_30_RAT,16.97916667,8.320833333,15.24575833,25.25225833,14.469425,9.020408333,2.376775,7.783408333,12.75190833,7.334741667,4.579591667,1.189891667
B0BF2F0AB2,M12_FME_1020_RAT,17.33333333,9.1,13.0419,12.9745,4.29675,2.2242,1.1458,25.6581,25.5255,8.45325,4.3758,2.2542
B113A0DC35,M12_FME_1020_RAT,16.97916667,8.029166667,16.01130417,10.27218333,2.6224125,1.9845,0.650758333,34.82202917,22.25698333,5.698420833,4.311333333,1.395075
B1A685CB2A,M12_FME_1020_RAT,18.37,11.48,26.02927778,6.691477778,5.006366667,9.392477778,1.436055556,27.51516667,7.064077778,5.315855556,10.05196667,1.497277778
B2240E407A,M12_FME_1020_RAT,16.97916667,8.320833333,15.0309375,4.416604167,0.7562875,1.337725,0.234958333,53.9815625,15.83339583,2.727045833,4.828941667,0.840041667
B2319196A9,M12_FME_30_RAT,14.51428571,,12.17647857,13.59375714,7.089214286,5.463971429,2.782157143,17.55209286,19.3991,10.16792857,7.836028571,3.953557143
B2781768EE,M12_MAL_30_RAT,13.51666667,8.320833333,14.82923333,26.86389167,13.31055,6.196958333,1.693679167,8.599933333,15.81944167,7.872783333,3.728041667,1.068820833
B3DAD00A6C,M12_FME_30_RAT,17.275,8.1,12.3134,15.7583,3.954966667,1.817966667,1.0887,22.7866,29.40836667,7.4117,3.415366667,2.044633333
B437763A97,M12_FME_30_RAT,17.25714286,,7.473057143,23.22154286,2.052828571,1.7872,2.6204,19.61265714,24.70702857,5.875742857,4.884228571,7.751028571
B4C8D0B6AD,M12_FME_1020_RAT,16.97916667,8.320833333,12.8332125,6.666775,1.401791667,1.727258333,0.371475,43.2417875,22.145725,4.644041667,5.747741667,1.220191667
B5AFB737F5,M12_FME_1020_RAT,13.51666667,10.09583333,22.14710833,7.360266667,1.937754167,2.985283333,0.694433333,40.91539167,13.58556667,3.5789125,5.506383333,1.2764
B5E96D7BB4,M12_FME_1020_RAT,17.07391304,10.1,16.17202727,3.421918182,1.749695455,3.251936364,0.976495455,47.11433636,9.8099,5.159395455,9.438972727,2.900777273
B7C6FE8E60,M12_FME_30_RAT,14.25,,2.320816667,6.425116667,5.9221,4.993533333,2.8729,8.04585,21.47488333,20.49456667,17.52313333,9.860433333
B88DBA7876,M12_SME_RY_ME_MCT_RAT,16.9125,8.529166667,6.9289875,13.51962917,13.69583333,11.21950833,5.840479167,6.616845833,12.84287083,13.05833333,10.701325,5.584520833
B8C1E9F4C6,M12_FME_30_RAT,17.30625,8.01875,12.77336,14.31134,4.416233333,2.41272,0.416633333,24.85997333,26.59532667,8.670433333,4.660613333,0.8967
B8F11300C9,M12_FME_1020_RAT,13.51666667,,17.11009167,9.693254167,3.293645833,3.4621875,1.3529125,30.02324167,18.30257917,7.2021875,6.9878125,2.580420833
B918A3FB98,M12_MAL_30_RAT,16.97916667,8.320833333,9.981545833,25.56534583,11.3954375,2.903083333,2.447941667,9.1517875,23.23882083,10.4545625,2.638583333,2.202058333
B95A7665A4,M12_FME_1020_RAT,16.97916667,10.09583333,22.15040417,4.6438,1.519475,2.327304167,0.319929167,49.29542917,10.41453333,3.430525,5.185195833,0.7217375
B9CF9A1A80,M12_FME_30_RAT,13.51666667,,5.316922222,12.75463333,9.536911111,2.833061111,1.9087,11.01641111,27.00647778,20.00753333,5.522494444,4.102411111
BA3F65BE47,M12_FME_1020_RAT,17.32727273,11.35454545,20.3625,9.2434,4.42851,5.98423,1.19331,29.0475,13.1766,6.31149,8.53577,1.69669
BA9B0547FD,M12_FME_1020_RAT,14.25,6.638888889,15.95553333,14.86467222,5.647455556,5.165572222,2.507316667,20.24446667,18.85199444,7.130322222,6.489983333,3.15935
BB508E9B60,M12_FME_30_RAT,16.97916667,8.529166667,6.295783333,11.42059167,4.462258333,1.490704167,0.898291667,19.15838333,35.28774167,13.633575,4.555129167,2.801708333
BC04FDC81C,M12_FME_1020_RAT,16.97916667,8.029166667,15.2471625,8.395895833,1.552245833,1.652658333,0.4017875,40.80700417,22.3124375,4.126920833,4.418175,1.069045833
BC3B472D8E,M12_FME_1020_RAT,16.97916667,10.09583333,17.59474583,4.420891667,1.0247125,1.7884,0.318216667,52.3010875,13.19994167,3.066954167,5.340766667,0.94845
BCA89C9A13,M12_FME_30_RAT,15.325,8.029166667,11.88443333,16.39295,6.068741667,2.994529167,1.511766667,18.7114,25.79038333,9.543758333,4.713804167,2.384066667
BCB8BCC1D2,M12_FME_1020_RAT,16.97916667,8.029166667,10.5771375,5.859166667,1.6577375,1.1691375,0.615183333,42.7728625,23.69916667,6.483929167,4.735029167,2.447316667
BD237E8126,M12_FME_1020_RAT,16.97916667,8.029166667,14.27397083,6.5532375,1.4627125,1.508566667,0.313625,46.99269583,19.08842917,4.045620833,4.853933333,0.903041667
BD730ED969,M12_MAL_30_RAT,16.97916667,9.583333333,12.23572917,43.0193,24.59301667,13.67340833,4.453345833,0.264270833,0.8557,0.48615,0.322425,0.1049875
BDC0AED34F,M12_MAL_30_RAT,13.76818182,,15.97317143,25.45115238,10.18854762,3.775790476,1.2207,12.38397143,19.27741905,7.868595238,2.905161905,0.965014286
BDD7EBEC25,M12_MAL_40_RAT,13.51666667,8.320833333,0,0,51.33914118,21.03732941,0,0,0,27.52556471,0.0979647059,0
BE0A7DD7AB,M12_MAL_30_RAT,14.12631579,8.515789474,13.40865556,16.55768333,10.45956111,7.528905556,3.259455556,12.82467778,15.66453889,9.912661111,7.209983333,3.157211111
BE646F48C4,M12_FME_30_RAT,13.51666667,9.583333333,7.502245833,13.05179583,10.09036667,8.1890125,2.841908333,10.36025417,18.39820417,14.23046667,11.4359875,3.878925
BE8BE0B9CF,M12_FME_40_RAT,16.97916667,8.25,3.617258333,7.573279167,10.6107125,4.319616667,2.239391667,9.178575,19.18922083,26.78095417,10.87621667,5.606441667
BE9777DE4A,M12_MAL_30_RAT,14.65555556,,8.273766667,16.19711111,13.06254444,11.95242222,8.4779,6.037344444,11.46955556,9.526344444,8.8698,6.144322222
BF43B6D3DA,M12_FME_1020_RAT,16.97916667,8.029166667,18.62210417,15.568475,1.713733333,2.493158333,0.676695833,29.1820625,24.14819167,2.648766667,3.915175,1.0191375
BF872A7E89,M12_MAL_30_RAT,13.51666667,6.370833333,17.65945,25.16443333,13.11980833,6.8207625,3.8161375,8.857216667,12.6439,6.601025,3.408404167,1.917195833
BF8F8AFC4B,M12_FME_30_RAT,8.866666667,,7.3220125,9.286466667,4.4203375,2.733225,0.617020833,22.7779875,28.83853333,13.5671625,8.512608333,1.924645833
BF95976F07,M12_FME_30_RAT,17.31,8,17.86901,14.62018,4.49919,1.44973,2.11263,15.42099,28.09982,9.68081,2.58027,3.64737
BF9955B7C9,M12_FME_1020_RAT,16.97916667,8.320833333,15.46340833,13.82102083,4.358004167,3.2415,0.813945833,25.607425,22.87897917,7.175329167,5.3085,1.348554167
BFDC273AED,M12_MAL_30_RAT,16.97916667,8.320833333,8.875629167,20.37542083,15.65512083,12.36508333,6.379208333,5.032704167,11.55374583,8.924045833,7.13075,3.695791667
C078C96A10,M12_FME_30_RAT,16.97916667,8.029166667,14.67386667,23.79050833,6.5299625,2.792733333,1.0714875,15.3553,24.82615833,6.8700375,2.948933333,1.132679167
C2917321B5,M12_FME_30_RAT,17.25263158,8.284210526,10.29182105,14.49354211,4.623373684,2.767021053,1.519057895,20.32923158,28.46961579,9.0661,5.443505263,2.980942105
C3D4010F52,M12_FME_1020_RAT,17.25714286,8.057142857,16.9548,7.143528571,1.631371429,2.043814286,0.645585714,42.80234286,17.9279,4.0972,5.1419,1.625842857
C45BC175C8,M12_FME_30_RAT,13.51666667,8.25,4.888195833,11.98108333,11.449175,5.618145833,3.4091875,8.2576375,20.19391667,19.10915833,9.423520833,5.669979167
C6363F8E19,M12_MAL_30_RAT,13.51666667,8.529166667,11.85811667,14.23857083,11.44138333,10.60850417,5.695,10.16271667,12.2072625,9.808616667,9.0956625,4.884166667
C65FEFD6D4,M12_MAL_30_RAT,16.97916667,,11.01140833,19.39475417,13.7579875,10.25598333,3.27025,7.942758333,14.2094125,10.04617917,7.598183333,2.496416667
C6A7D1B09B,M12_FME_50_RAT,13.51666667,9.583333333,4.822279167,6.485125,4.573975,14.4630875,13.34579167,6.4318875,8.469041667,5.913525,18.89524583,16.58754167
C6BCB34B2F,M12_FME_30_RAT,15.4,9.266666667,4.420233333,11.85123333,7.508333333,2.394766667,1.857433333,11.37976667,30.44876667,19.125,6.105233333,4.909233333
C71D78655F,M12_MAL_30_RAT,12.12,5.9,10.72426,14.61196,12.84442,11.69953,10.67359,6.97574,9.50804,8.37558,7.61047,6.96641
C766BAD8FB,M12_FME_1020_RAT,13.51666667,9.583333333,12.87062083,9.637583333,11.14045833,8.605379167,3.214283333,15.4502125,11.55408333,13.380375,10.31545417,3.84405
C76B1790F8,M12_FME_30_RAT,13.51666667,8.029166667,12.27579583,17.77304167,3.429029167,2.844579167,1.374366667,19.95337083,29.62279167,5.754304167,4.6970875,2.2548
C76DAFE8C1,M12_FME_60_RAT,16.97916667,9.6125,4.814075,4.935320833,5.528275,11.46671667,11.86046667,7.769258333,7.806345833,8.946725,18.25828333,18.6062
C7B69482A3,M12_FME_30_RAT,13.51666667,8.320833333,11.43874583,16.0280875,11.40627083,6.618308333,2.952158333,12.04875417,16.9719125,12.16039583,7.119191667,3.235341667
C7F49C4961,M12_MAL_30_RAT,16.97916667,8.029166667,14.24585417,24.904175,11.60189583,8.2438875,3.684395833,8.387479167,14.84165833,7.035604167,4.901945833,2.1739375
CA4D5857BC,M12_MAL_30_RAT,15.325,8.320833333,15.31680417,20.01939583,10.24507083,6.164429167,2.854604167,12.7373625,16.64727083,8.521595833,5.1272375,2.3745625
CA5307D30A,M12_SME_RY_ME_MCT_RAT,16.97916667,9.583333333,15.76022917,12.67382083,6.192783333,11.51575833,7.315116667,13.6814375,11.0345125,5.344716667,10.05090833,6.422383333
CA54464181,M12_FME_30_RAT,14.71428571,8.057142857,10.68617143,15.45445714,1.079614286,3.033042857,0,21.27097143,40.77411429,2.077528571,5.652671429,0
CAF68EC2CB,M12_MAL_30_RAT,13.51666667,5.770833333,12.04007917,34.95937083,13.07100833,8.000079167,2.192220833,5.209920833,14.7989625,5.466491667,3.308254167,0.9411125
CB42B1688B,M12_MAL_30_RAT,13.51666667,9.583333333,5.108945833,19.02262083,9.0075125,14.09253333,7.011145833,4.403554167,15.81487917,7.8549875,11.91996667,5.7596875
CD0848A352,M12_SME_RY_ME_MCT_RAT,18.42916667,8.029166667,12.99902917,12.63094583,7.8101,5.263120833,3.672120833,17.69680417,17.14405417,10.6149,7.0452125,5.115379167
CD14EDE90F,M12_MAL_30_RAT,14.92,,17.13928,22.38948,11.21544,8.02416,2.68124,10.80072,13.95052,7.05456,5.04584,1.69876
CD4571800C,M12_SME_RY_ME_MCT_RAT,16.97916667,,8.846820833,14.707175,11.3727375,14.95681667,7.7501375,6.465679167,10.817825,8.3147625,11.00985,5.729029167
CDAEDB0A25,M12_MAL_30_RAT,13.51666667,5.770833333,11.41004583,18.14259583,11.915875,10.3516875,6.335604167,8.2107875,13.04907083,8.575791667,7.444145833,4.560229167
CEC2707AF8,M12_FME_1020_RAT,14.51428571,10.74285714,28.03202143,9.142485714,4.771435714,5.226842857,1.430764286,29.64655,9.664657143,5.04285,5.523157143,1.512092857
CED8E4AEE5,M12_MAL_30_RAT,13.51666667,6.370833333,15.03075833,28.07058333,10.91594167,6.578483333,3.409425,8.573408333,15.75025,6.046558333,3.72985,1.882241667
CF11E9E059,M12_MAL_30_RAT,15.325,8.320833333,19.4259625,22.59714167,7.066491667,4.210408333,1.0435375,16.30737083,18.98619167,5.941841667,3.539591667,0.877295833
D01DF9EC5F,M12_FME_30_RAT,13.51666667,,11.262175,13.5442875,2.282641667,2.820058333,1.234004167,24.47949167,30.13487917,5.071525,6.375775,2.790995833
D0C8ACE492,M12_MAL_1020_RAT,17.275,7.75,30.25273333,15.91333333,7.026066667,8.887266667,11.75393333,10.32226667,5.761666667,2.711433333,3.050233333,4.3544
D21FE6A7B4,M12_MAL_1020_RAT,16.97916667,8.320833333,23.04182083,20.38216667,3.890941667,2.7772125,1.041391667,21.9165125,19.53866667,3.738225,2.668620833,0.996108333
D2E6E383CD,M12_MAL_30_RAT,13.51666667,8.320833333,18.19958333,21.56544583,9.211491667,6.835125,2.414525,13.12541667,15.38872083,6.634341667,4.910708333,1.722975
D3E9FFD90F,M12_FME_1020_RAT,13.51666667,,17.77704583,1.332854167,1.881295833,4.935695833,0.359579167,49.88962083,3.767145833,5.243704167,13.80180417,1.0070875
D3F29D0C95,M12_FME_1020_RAT,16.97916667,8.320833333,15.21995833,14.691175,3.2955,1.407533333,0.5416375,28.013375,27.12549167,6.117,2.592466667,1.000029167
D4B36C76C4,M12_MAL_30_RAT,17.33333333,7.766666667,9.112466667,20.76273333,9.2856,14.0819,4.8044,6.520866667,14.93726667,6.8144,10.18476667,3.462266667
D57855D6EF,M12_FME_40_RAT,16.97916667,9.583333333,6.148583333,7.0265125,7.579366667,4.3762125,2.487358333,15.09308333,19.2609875,20.3873,11.4737875,6.175141667
D5845DCD06,M12_FME_1020_RAT,19.00588235,8.011764706,15.864575,5.99798125,3.7399125,2.55685,0.53634375,39.585425,14.84576875,9.2288375,6.31815,1.31365625
D5F0182675,M12_FME_30_RAT,17.11111111,8.022222222,4.573275,10.3604875,5.423475,7.055775,3.0069125,11.251725,21.6020125,13.051525,16.731725,6.9305875
D5FAEB61B0,M12_FME_30_RAT,17.24,,5.5282,11.197925,10.219325,5.78905,1.38225,10.6718,21.527075,19.530675,11.58595,2.54275
